ementa,situacao,indexacao,ano,ultimo_despacho,numero,autor,regime_tramitacao,id_proposicao_principal,id,explicacao_ementa,apreciacao,ultimo_despacho_data,tipo,nome,nome_proposicao_origem,data_apresentacao,tema,link_inteiro_teor
"Submete à consideração do Congresso Nacional o texto do Acordo, por troca de Notas, entre o Governo da República Federativa do Brasil e o Governo dos Estados Unidos da América, com as finalidades de facilitar a transferência da titularidade de imóveis diplomáticos e consulares de propriedade do Governo dos Estados Unidos no território brasileiro, e de estabelecer procedimentos para instalação e funcionamento em território norte-americano de Repartições governamentais brasileiras, celebrado em Brasília no dia 9 de setembro de 1998.",MESA - Arquivada,"SOLICITAÇÃO, APRECIAÇÃO, CONGRESSO NACIONAL, TEXTO, ATO
INTERNACIONAL, ACORDO INTERNACIONAL, TROCA DE NOTAS, PAIS,
BRASIL, PAIS ESTRANGEIRO, (EUA), OBJETIVO, (INSS), FACILITAÇÃO,
TRANSFERENCIA, TITULARIDADE, BENS IMOVEIS, DIPLOMACIA,
PRIORIDADE, PROCEDIMENTO, INSTALAÇÃO, REPARTIÇÃO CONSULAR,
GOVERNO BRASILEIRO, EMBAIXADA, INEXISTENCIA, PAGAMENTO,
CONTRIBUIÇÃO PREVIDENCIARIA, FUNCIONARIOS, PRINCIPIO DE
RECIPROCIDADE, RELAÇÃO DIPLOMATICA.",1998,"LEITURA E PUBLICAÇÃO DA MATERIA.
DCD 04 11 98 PAG 24609 COL 02.",1125,Poder Executivo,Urgência art. 155 RICD,,13303,,Proposição Sujeita à Apreciação do Plenário,1998-10-07 00:00:00,Mensagem,MSC 1125/1998,MSC 1125/1998,1998-09-24 00:00:00,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=53543
"Revoga o parágrafo único do art. 7º da Constituição Federal, para estabelecer a igualdade de direitos trabalhistas entre os empregados domésticos e os demais trabalhadores urbanos e rurais.",Tranformada no(a) Emenda Constitucional 72/2013,"Direitos Sociais, isonomia, empregado doméstico, direitos trabalhistas, trabalhador urbano, trabalhador rural, Fundo de Garantia do Tempo de Serviço (FGTS), seguro-desemprego, hora extra, benefício previdenciário, acidente do trabalho.",2010,"À Comissão de 
Constituição e Justiça e de Cidadania
Proposição Sujeita à Apreciação do Plenário
Regime de Tramitação: Especial",478,Carlos Bezerra,Especial,,473496,,Proposição Sujeita à Apreciação do Plenário,2010-04-22 00:00:00,Proposta de Emenda à Constituição,PEC 478/2010,PEC 478/2010,2010-04-14 00:00:00,Trabalho e Emprego,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=755258
"Submete à consideração do Congresso Nacional o texto da ""Convenção das Nações Unidas contra o Crime Organizado Transnacional"" e seus dois Protocolos, relativos ao ""Combate ao Tráfico de Migrantes por via Terrestre, Marítima e Aérea"" e à ""Prevenção, Repressão e Punição do Tráfico de Pessoas, em Especial Mulheres e Crianças"", celebrados em Palermo, em 15 de dezembro de 2000.",Originou o(a) PDC 6/2003,"Solicitação, apreciação, ato internacional, Convenção contra o Crime Organizado Transnacional, (ONU), Protocolo, combate, crime organizado, lavagem de dinheiro, corrupção, confisco de bens, tráfico internacional, migrante, transporte, via terrestre, via marítima, via aérea, prevenção, repressão, punição, tráfico, pessoas, mulher, criança, País, Brasil, País Estrangeiro, exterior.",2002,Despacho à CCJR e CREDN.,48,Poder Executivo,Urgência art. 155 RICD,,43733,,Proposição Sujeita à Apreciação do Plenário,2002-03-04 00:00:00,Mensagem,MSC 48/2002,MSC 48/2002,2002-01-31 00:00:00,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=23656
"Altera a Lei nº 10.552, de 13 de novembro de 2002, para dispor sobre a concessão de garantia da União a entidades controladas indiretamente pelos entes da Federação; autoriza o aumento do capital social da VALEC - Engenharia, Construções e Ferrovias S.A.; autoriza a União a renegociar condições financeiras e contratuais das operações de crédito com o Banco Nacional de Desenvolvimento Econômico e Social - BNDES que menciona; altera o cálculo da receita líquida real dos Municípios, para adequação à Lei nº 10.527, de 8 de agosto de 2002; autoriza a União a conceder crédito ao BNDES, no montante de até R$ 15.000.000.000,00 (quinze bilhões de reais), em condições financeiras e contratuais que permitam o seu enquadramento como instrumento híbrido de capital e dívida ou elemento patrimonial que venha a substituí-lo na formação do patrimônio de referência; promove ações de cooperação energética com países da América Latina; e dá outras providências.

NOVA EMENTA: Altera a Lei nº 10.552, de 13 de novembro de 2002, para dispor sobre a concessão de garantia da União a entidades controladas indiretamente pelos entes da Federação; autoriza o aumento do capital social da VALEC - Engenharia, Construções e Ferrovias S.A.; autoriza a União a renegociar condições financeiras e contratuais das operações de crédito com o Banco Nacional de Desenvolvimento Econômico e Social - BNDES que menciona; altera o cálculo da receita líquida real dos Municípios, para adequação à Lei nº 10.257, de 10 de julho de 2001; autoriza a União a conceder crédito ao BNDES, no montante de até R$ 15.000.000.000,00 (quinze bilhões de reais), em condições financeiras e contratuais que permitam o seu enquadramento como instrumento híbrido de capital e dívida ou elemento patrimonial que venha a substituí-lo na formação do patrimônio de referência; promove ações de cooperação energética com países da América Latina; cria o Quadro Especial de Terceiros-Sargentos e Segundos-Sargentos do Exército, integrante do Quadro de Pessoal Militar do Exército; altera a Medida Provisória nº 2.196-3, de 24 de agosto de 2001, as Leis nºs 4.117, de 27 de agosto de 1962, 11.345, de 14 de setembro de 2006, 12.844, de 19 de julho de 2013, e 12.249, de 11 de junho de 2010; revoga a Lei nº 10.951, de 22 de setembro de 2004, e dispositivos das Leis nºs 12.844, de 19 de julho de 2013, e 12.761, de 27 de dezembro de 2012; e dá outras providências.",Tranformada no(a) Lei Ordinária 12872/2013,"Alteração, cencessão, garantia, União Federal, entidade da administração direta, entidade da administração indireta._ Autorização, aumento, capital social, VALEC Engenharia Construções e Ferrovias._ Autorização, União Federal, renegociação, operação de crédito, BNDES._ Alteração, cálculo, receita líquida real, municípios._ Concessão, crédito, BNDES._ Promoção, cooperação técnica, energia elétrica, países, América Latina._ Alteração, vale-cultura, confecção, comercialização.",2013,Publique-se. Submeta-se ao Plenário.,618,Poder Executivo,Urgência,,579869,,Proposição Sujeita à Apreciação do Plenário,2013-09-17 00:00:00,Medida Provisória,MPV 618/2013,MPV 618/2013,2013-06-06 00:00:00,"Administração Pública; Arte e Cultura; Finanças Públicas e Orçamento; Recursos Hídricos, Minerais e Política Energética; Relações Internacionais",http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1097008
DISPÕE SOBRE A REALIZAÇÃO DE PLEBISCITO PARA A CRIAÇÃO DO ESTADO DO IGUAÇU.,MESA - Arquivada,"NORMAS, AUTORIZAÇÃO, (TRE), REALIZAÇÃO, PLEBISCITO, MUNICIPIO, AMPERE, ASSIS CHATEUBRIAND, BOA VISTA DA APARECIDA, BRAGANEY, BARRACÃO, CLEVELANDIA, CEU AZUL, CHOPINZINHO, CANTAGALO, CORONEL VIVIDA, CAMPO BONITO, CATANDUVAS, CASCAVEL, CORBELIA, CAPELINHA, CAPITÃO LEONIDAS MARQUES, CAPANEMA, DOIS VIZINHOS, DIAMANTE DO OESTE, ENEAS MARQUES, FRANCISCO BELTRÃO, FOZ DO IGUAÇU, FORMOSA DO OESTE, GUARANIAÇU, GUAIRA, ITAPEJARA DO OESTE, IBEMA, JESUITAS, LARANJEIRAS DO SUL, LINDOESTE, MANGUEIRINHA, MARIOPOLIS, MARMELEIRO, MISSAL, MATELANDIA, MEDIANEIRA, MARECHAL CANDIDO RONDON, NOVA PRATA DO IGUAÇU, NOVA AURORA, NOVA SANTA ROSA, OURO VERDE DO OESTE, PALMAS, PATO BRANCO, PRANCHITA, PEROLA DO OESTE, PLANALTO, PALOTINA, QUEDAS DO IGUAÇU, RENASCENÇA, REALEZA, SÃO MIGUEL DO IGUAÇU, SULINA, SÃO JOÃO, SALTO DO LONTRA, SALGADO FILHO, SANTA TEREZINHA DO ITAIPU, SANTA HELENA, SANTA IZABEL DO OESTE, SANTO ANTONIO DO SUDOESTE, SANTA TEREZA DO OESTE, SÃO JOSE DAS PALMEIRAS, SÃO JORGE DO OESTE, TRES BARRAS DO PARANA, TUPÃSSI, TOLEDO, TERRA ROXA, VITORINO, VERE, VERA CRUZ DO OESTE, ARROIO TRINTA, AGUA DOCE, ABELARDO LUZ, AGUAS DE CHAPECO, ANCHIETA, CAÇADOR, CATANDUVAS, CONCORDIA, CAIBI, CUNHA PORÃ, CAMPO-ERE, CAXAMBU DO SUL, CORONEL FREITAS, CHAPECO, DESCANSO, DIONISIO CERQUEIRA, FAXINAL DOS GUEDES, GALVÃO, GUARACIABA, GUARUJA DO SUL, IBICARE, IPIRA, IRANI, ITA, IRACEMINHA, ITAPIRANGA, IPORÃ DO OESTE, JOAÇABA, JABORA, LACERDOPOLIS, LINDOIA DO SUL, MARAVILHA, MODELO, MOREMA, MONDAI, NOVO ERECHIM, OURO, PALMA SOLA, PALMITOS, PINHALZINHO, PONTE SERRADA, PIRITIBA, PRESIDENTE CASTELO BRANCO, PINHEIRO PRETO, QUILOMBO, RIO DAS ANTAS, ROMELANDIA, SEARA, SÃO DOMINGOS, SÃO LOURENÇO DO OESTE, SERRA ALTA, SÃO CARLOS, SAUDADES, SALTO VELOSO, SÃO MIGUEL DO OESTE, SÃO JOSE DO CEDRO, TANGARA, TREZE TILIAS, TUNAPOLIS, UPUMIRIM, UNIÃO DO OESTE, VIDEIRA, VARGEÃO, XAXIM, XANXERE, XAVANTINA, CRIAÇÃO, ESTADO, IGUAÇU, DESMEMBRAMENTO, ESTADOS, (PR), (SC), COMPETENCIA, (TSE), EXPEDIÇÃO, INSTRUÇÃO NORMATIVA, ORGANIZAÇÃO, APURAÇÃO, FISCALIZAÇÃO, ASSEMBLEIA LEGISLATIVA, AUDIENCIA, MEMBROS, NOTIFICAÇÃO, RESULTADO, CONGRESSO NACIONAL.",1991,,141,EDI SILIPRANDI,Ordinária,,167896,,Proposição Sujeita à Apreciação do Plenário,,Projeto de Decreto Legislativo,PDC 141/1991,PDC 141/1991,1991-02-21 00:00:00,,
"Abre crédito extraordinário, em favor dos Ministérios da Previdência Social, do Trabalho e Emprego e do Desenvolvimento Social e Combate à Fome, no valor global de R$ 9.746.438.066,00, para os fins que especifica",Tranformada no(a) Lei Ordinária 11456/2007,"Abertura de crédito, crédito extraordinário, Ministério da Previdência Social, Fundo do Regime Geral de Previdência Social, Ministério do Trabalho e Emprego, (FAT), Ministério do Desenvolvimento Social e Combate à Fome, Fundo Nacional de Assistência Social.",2006,"Publique-se. Submeta-se ao Plenário.
Proposição Sujeita à Apreciação do Plenário
Regime de Tramitação: Urgência",332,Poder Executivo,Urgência,,338066,,Proposição Sujeita à Apreciação do Plenário,2007-01-03 00:00:00,Medida Provisória,MPV 332/2006,MPV 332/2006,2006-12-08 00:00:00,"Economia, Administração Financeira e Orçamentária (utilizado até a legislatura 53)",http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=432778
"Autoriza a renegociação dos créditos da União e da Centrais Elétricas Brasileiras S. A. - ELETROBRÁS junto à Itaipu Binacional, e dá outras providências",Tranformada no(a) Lei Ordinária 11480/2007,"Autorização, renegociação, créditos, União Federal, (ELETROBRÁS), (Itaipu).",2007,"Publique-se. Submeta-se ao Plenário.
Proposição Sujeita à Apreciação do Plenário
Regime de Tramitação: Urgência

DCD de 28/03/07 PÁG 12700 COL 02.",357,Poder Executivo,Urgência,,344468,,Proposição Sujeita à Apreciação do Plenário,2007-03-27 00:00:00,Medida Provisória,MPV 357/2007,MPV 357/2007,2007-03-13 00:00:00,"Recursos Hídricos, Minerais e Política Energética",http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=460611
"Altera o inciso IV, do Artigo 20 da Constituição Federal.",Tranformada no(a) Emenda Constitucional 46/2005,"ALTERAÇÃO, CONSTITUIÇÃO FEDERAL, EXCLUSÃO, DOMINIO PUBLICO, UNIÃO FEDERAL, ESTADOS, BENS IMOVEIS, ILHA OCEANICA, ILHA COSTEIRA, TERRA DEVOLUTA, INTEGRAÇÃO, TERRITORIO, MUNICIPIOS.",1998,LEITURA E PUBLICAÇÃO DA MATERIA. DCD 04 04 98 PAG 9154 COL 01.,575,Edison Andrino,Especial,,14832,"EXCLUINDO DOS BENS DA UNIÃO OU DOS ESTADOS, AS ILHAS OCEANICAS E 
COSTEIRAS QUE INTEGRAM TERRITORIO DE MUNICIPIO; ALTERANDO A  
CONSTITUIÇÃO FEDERAL DE 1988.",Proposição Sujeita à Apreciação do Plenário,1998-03-11 00:00:00,Proposta de Emenda à Constituição,PEC 575/1998,PEC 575/1998,1998-02-03 00:00:00,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=27467
"ESTABELECE LIMITES PARA A DEDUÇÃO, NA DETERMINAÇÃO DA BASE DE CALCULO DO IMPOSTO DE RENDA, DAS CONTRIBUIÇÕES E DOAÇÕES FEITAS A PARTIDOS POLITICOS, COLIGAÇÕES E CANDIDATOS A CARGOS ELETIVOS, NOS TERMOS DA LEI QUE ESTABELECE NORMAS PARA AS ELEIÇÕES DE 03 DE OUTUBRO DE 1994.",MESA - Arquivada,"CRITERIOS, CONTRIBUIÇÃO, DOAÇÃO, PESSOA FISICA, PARTIDO POLITICO, CANDIDATO, CARGO ELETIVO, DEDUÇÃO, DECLARAÇÃO DE RENDIMENTO, IMPOSTO DE RENDA, CONVERSÃO, (UFIR), VALOR, MES, EFETIVAÇÃO, LIMITAÇÃO, PERCENTAGEM, HIPOTESE, SUBSCRIÇÃO, BONUS, ATIVIDADE ELEITORAL, BENEFICIO, CAMPANHA ELEITORAL, AUTORIZAÇÃO, DEDUÇÃO CEDULAR. CRITERIOS, CONTRIBUIÇÃO, DOAÇÃO, PESSOA JURIDICA, PARTIDO POLITICO, CANDIDATO, CARGO ELETIVO, CAMPANHA ELEITORAL, DEDUÇÃO, DESPESA OPERACIONAL, LIMITAÇÃO, PERCENTAGEM, LEGISLAÇÃO ELEITORAL.",1993,,4176,JOÃO ALMEIDA,Ordinária,,219402,,Proposição Sujeita à Apreciação do Plenário,,Projeto de Lei,PL 4176/1993,PL 4176/1993,1993-09-21 00:00:00,,
"Institui o Programa de Cultura do Trabalhador, cria o Vale-Cultura e dá outras providências.",PLEN - Pronta para Pauta,"Criação, Programa de Cultura do Trabalhador, Vale-Cultura, acesso, trabalhador, atividade artística, atividade cultural, produto, bens materiais, arte visual, artes cênicas, cinema, teatro, audiovisual, literatura, humanidade, música, patrimônio cultural, gestão, Ministério da Cultura, cadastramento, empresa operadora,  produção, comercialização,  benefício, distribuição, empresa, cartão, campo magnético, enquadramento, beneficiário, isenção, limite máximo, renda mensal, desconto, percentual, salário, proibição, conversão, dinheiro, descaracterização, natureza salarial, autorização, pessoa jurídica, não-incidência, contribuição previdenciária, Fundo de Garantia do Tempo de Serviço (FGTS),  participação, dedução, imposto de renda, lucro real, despesa operacional, apuração, base de cálculo, (CSLL), multa, exclusão, suspensão, programa, desvio de finalidade, fraude, impedimento, licitação, Administração Pública, benefício fiscal.
_ Alteração, Lei de Benefícios da Previdência Social, CLT,  legislação tributária federal, descaracterização, natureza salarial, isenção, imposto de renda, contribuição previdenciária, vale-cultura.",2009,"EMENDAS DO SENADO FEDERAL. Tendo em vista Mensagem 1.042/09, do Presidente da República, lida no Senado Federal em 15.12.09, solicitando a retirada da Urgência Constitucional para o PLC 221/09 (5.798/09, nesta Casa), revejo o despacho aposto às Emendas do SF ao PL 5.798/09, para esclarecer que estas tramitarão em regime de Prioridade.(Novo Despacho) Às Comissões de 
Trabalho, de Administração e Serviço Público 
Educação e Cultura; 
Finanças e Tributação (Mérito e Art. 54, RICD) e 
Constituição e Justiça e de Cidadania (Art. 54 RICD); 

Proposição Sujeita à Apreciação do Plenário
Regime de Tramitação: Prioridade",5798,Poder Executivo,Prioridade,,445427,"Altera as Leis nºs 8.212, de 1991; 7.713, de 1988 e o Decreto-Lei nº 5.452, de 1943.",Proposição Sujeita à Apreciação do Plenário,2010-02-02 00:00:00,Projeto de Lei,PL 5798/2009,PL 5798/2009,2009-08-18 00:00:00,Administração Pública; Arte e Cultura; Trabalho e Emprego,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=680133
"Acrescenta artigo à Lei nº 5.889, de 8 de junho de 1973, criando o contrato de trabalhador rural por pequeno prazo, estabelece normas transitórias sobre a aposentadoria do trabalhador rural e prorroga o prazo de contratação de financiamentos rurais de que trata o § 6º do art. 1º da Lei nº 11.524, de 24 de setembro de 2007.",Tranformada no(a) Lei Ordinária 11718/2008,"Alteração, Lei do Trabalho Rural, autorização, produtor rural, pessoa física, contratação, trabalhador rural, curto prazo, atividade rural, trabalhador temporário, trabalho assalariado, inscrição, filiação, simplificação, formalização, contrato de trabalho, dispensa, anotação, Carteira de Trabalho e Previdência Social, Livro de Registro, fixação, alíquota, recolhimento, contribuição previdenciária, (FGTS), direitos trabalhistas.
- Prorrogação, prazo, empregado rural, trabalhador rural, atividade rural, requerimento, aposentadoria por idade, salário mínimo, inclusão, segurado, contribuinte individual, Previdência Social, benefício previdenciário, trabalhador temporário, safra, normas, transição.
_Prorrogação, prazo, contratação, crédito rural, financiamento, dívida, produtor rural, cooperativa rural, empresa, fornecedor, insumo, produto agropecuário.",2007,"Publique-se. Submeta-se ao Plenário.
Proposição Sujeita à Apreciação do Plenário
Regime de Tramitação: Urgência",410,Poder Executivo,Urgência,,382681,,Proposição Sujeita à Apreciação do Plenário,2008-05-28 00:00:00,Medida Provisória,MPV 410/2007,MPV 410/2007,2007-12-28 00:00:00,Política Fundiária; Previdência e Assistência Social; Trabalho e Emprego,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=538183
